Sample.ID,Site,Transect,Diameter.1,Diameter.2,Diameter.3,Diameter.mean,Note
2204,S15,T2,6.099,5.763,4.04,5.300666667,
2205,S15,T2,29.412,25.328,20.094,24.94466667,
2206,S15,T2,8.772,7.514,6.711,7.665666667,
2207,S15,T2,1.693,1.736,1.186,1.538333333,
2208,S15,T2,23.82,21.464,15.794,20.35933333,
2209,S15,T2,31.964,30.577,16.455,26.332,
2210,S15,T2,13.675,12.818,8.838,11.777,
2211,S15,T2,11.006,10.2,10.674,10.62666667,
2212,S15,T2,1.269,1.185,1.02,1.158,
2213,S15,T2,23.58,23.498,24.664,23.914,
2214,S15,T2,15.443,17.43,17.976,16.94966667,
2215,S15,T2,18.044,19.133,16.355,17.844,
2216,S15,T2,40.324,43.777,32.758,38.953,
2217,S15,T2,14.927,14.492,15.334,14.91766667,
2218,S15,T2,11.792,13.537,10.876,12.06833333,
2219,S15,T2,15.563,14.943,8.546,13.01733333,
2220,S15,T2,10.715,10.052,7.814,9.527,
2221,S15,T2,1.505,1.475,0.758,1.246,
2222,S15,T2,150,150,150,150,
2223,S15,T2,17.097,16.347,18.648,17.364,
2224,S15,T2,39.422,34.085,35.333,36.28,
2225,S15,T2,20.027,20.503,14.306,18.27866667,
2081,S15,T3,1.185,1.266,1.108,1.186333333,
2082,S15,T3,0.861,0.897,0.604,0.787333333,
2083,S15,T3,1.203,1.277,1.243,1.241,
2084,S15,T3,2.676,1.805,1.257,1.912666667,
2325,S15,T3,5.213,4.683,4.74,4.878666667,
2326,S15,T3,10.247,10.421,4.285,8.317666667,
2327,S15,T3,1.723,1.712,1.257,1.564,
2328,S15,T3,1.169,1.024,0.886,1.026333333,
2329,S15,T3,2.206,2.017,2.115,2.112666667,
2330,S15,T3,13.372,11.473,9.463,11.436,
2331,S15,T3,1.908,1.998,1.93,1.945333333,
2332,S15,T3,16.572,15.184,15.564,15.77333333,
2333,S15,T3,150,150,150,150,
2334,S15,T3,0.917,1.067,0.65,0.878,
2335,S15,T3,3.846,3.567,1.459,2.957333333,
2336,S15,T3,1.07,0.842,0.807,0.906333333,
2337,S15,T3,20.073,21.834,17.444,19.78366667,
2338,S15,T3,1.835,1.579,1.031,1.481666667,
2339,S15,T3,0.886,0.851,0.799,0.845333333,
2340,S15,T3,3.577,2.815,3.475,3.289,
2341,S15,T3,35.498,31.687,26.221,31.13533333,
2342,S15,T3,20.98,19.169,13.87,18.00633333,
2343,S15,T3,0.292,0.286,0.288,0.288666667,
2344,S15,T3,1.623,1.968,1.586,1.725666667,
2345,S15,T3,12.512,13.88,9.025,11.80566667,
2346,S15,T3,8.177,7.859,6.277,7.437666667,
2347,S15,T3,11.105,10.24,8.91,10.085,
2348,S15,T3,10.167,10.267,9.09,9.841333333,
2349,S15,T3,18.61,16.66,9.111,14.79366667,
2350,S15,T3,21.756,18.776,9.753,16.76166667,
2351,S15,T3,1.53,1.566,1.215,1.437,
2352,S15,T3,0.788,0.696,0.632,0.705333333,
2353,S15,T3,14.451,14.894,11.229,13.52466667,
2354,S15,T3,12.794,11.906,10.36,11.68666667,
2355,S15,T3,2.392,2.3,1.766,2.152666667,
2356,S15,T3,14.333,14.221,13.281,13.945,
2357,S15,T3,1.233,1.666,0.906,1.268333333,
2358,S15,T3,2.541,3.031,2.068,2.546666667,
2359,S15,T3,1.515,1.293,0.895,1.234333333,
2360,S15,T3,21.538,20.871,21.386,21.265,
2361,S15,T3,18.483,18.016,13.963,16.82066667,
2362,S15,T3,0.734,0.827,0.434,0.665,
2363,S15,T3,9.46,10.816,7.326,9.200666667,
2364,S15,T3,1.905,1.91,1.372,1.729,
2365,S15,T3,13.136,9.869,8.319,10.44133333,
2366,S15,T3,1.042,0.856,0.544,0.814,
2367,S15,T3,17.648,18.776,19.842,18.75533333,
2368,S15,T3,32.846,25.483,17.535,25.288,
2369,S15,T3,10.668,9.341,6.503,8.837333333,
2370,S15,T3,28.626,26.073,23.545,26.08133333,
2371,S15,T3,1.688,2.024,1.561,1.757666667,
2372,S15,T3,0.535,0.388,0.416,0.446333333,
2373,S15,T3,37.318,43.299,40.65,40.42233333,
2374,S15,T3,0.856,1.145,0.728,0.909666667,
2375,S15,T3,0.835,0.959,0.609,0.801,
2376,S15,T3,1,1.347,0.877,1.189,
2377,S15,T3,1.156,1.074,1.192,1.140666667,
2378,S15,T3,1.834,1.734,1.187,1.585,
2379,S15,T3,32.28,26.487,12.064,23.61033333,
2380,S15,T3,16.32,16.903,8.621,13.948,
2381,S15,T3,19.264,18.679,21.514,19.819,
2382,S15,T3,1.508,1.557,0.983,1.349333333,
2383,S15,T3,31.392,21.814,20.691,24.63233333,
2384,S15,T3,5.916,4.167,4.598,4.893666667,
2385,S15,T3,17.185,16.714,16.368,16.75566667,
2386,S15,T3,29.821,22.937,25.727,26.16166667,
2387,S15,T3,4.569,4.321,3.831,4.240333333,
2388,S15,T3,25.175,26.16,13.559,21.63133333,
2389,S15,T3,2.254,2.279,1.381,1.971333333,
2390,S15,T3,150,150,150,150,
2391,S15,T3,7.716,8.772,7.795,8.094333333,
2392,S15,T3,0.636,0.812,0.39,0.612666667,
2393,S15,T3,22.159,19.942,23.672,21.92433333,
2394,S15,T3,12.839,15.562,14.798,14.39966667,
2395,S15,T3,15.617,16.685,12.559,14.95366667,
2396,S15,T3,19.559,18.778,18.276,18.871,
2397,S15,T3,17.041,14.807,7.157,13.00166667,
2398,S15,T3,18.292,19.458,17.23,18.32666667,
2399,S15,T3,30.954,31.391,31.299,31.21466667,
2400,S15,T3,19.45,18,17.177,18.209,
2401,S15,T3,1.157,1.132,0.606,0.965,
2402,S15,T3,41.589,47.621,43.293,44.16766667,
2403,S15,T3,1.452,1.124,0.943,1.173,
2404,S15,T3,11.041,10.519,6.516,9.358666667,
2405,S15,T3,14.604,14.113,11.986,13.56766667,
2406,S15,T3,8.826,8.468,6.626,7.973333333,
2407,S15,T3,2.53,2.527,2.297,2.451333333,
2408,S15,T3,26.147,24.079,18.435,22.887,
2409,S15,T3,16.037,15.23,13.627,14.96466667,
2410,S15,T3,5.082,5.769,5.557,5.469333333,
2411,S15,T3,16.437,14.904,12.162,14.501,
2412,S15,T3,10.202,11.827,6.172,9.400333333,
2413,S15,T3,0.613,0.56,0.4,0.524333333,
2414,S15,T3,1.976,2.13,1.865,1.990333333,
2415,S15,T3,1.732,2.06,1.119,1.637,
2416,S15,T3,3.055,3.104,1.785,2.648,
2417,S15,T3,10.889,10.989,11.902,11.26,
2418,S15,T3,0.567,0.938,0.471,0.658666667,
2419,S15,T3,11.432,10.647,8.525,10.20133333,
2420,S15,T3,2.396,1.355,1.637,1.796,
2421,S15,T3,150,150,150,150,
2422,S15,T3,0.842,0.629,0.476,0.649,
2423,S15,T3,1.46,1.402,1.292,1.384666667,
2424,S15,T3,13.451,12.69,12.971,13.03733333,
2425,S15,T3,1.047,1.021,0.633,0.900333333,
2426,S15,T3,15.111,14.182,12.249,13.84733333,
2427,S15,T3,0.562,0.737,0.463,0.587333333,
2428,S15,T3,9.278,8.77,6.313,8.120333333,
2429,S15,T3,11.671,9.696,9.232,10.19966667,
2430,S15,T3,3.781,3.89,3.975,3.882,
2431,S15,T3,0.983,0.786,0.795,0.854666667,
2432,S15,T3,22.877,23.094,19.297,21.756,
2433,S15,T3,21.031,20.749,19.282,20.354,
2434,S15,T3,14.198,13.918,8.55,12.222,
2435,S15,T3,46.574,45.531,16.796,36.30033333,
2436,S15,T3,2.097,1.871,1.875,1.947666667,
2437,S15,T3,12.314,11.098,10.149,11.187,
2438,S15,T3,150,150,150,150,
2439,S15,T3,15.061,12.906,7.256,11.741,
2440,S15,T3,1.172,0.721,0.61,0.834333333,
2441,S15,T3,0.943,1.129,0.903,0.991666667,
2442,S15,T3,0.883,1.223,0.776,0.960666667,
2443,S15,T3,19.079,18.32,10.078,15.82566667,
2444,S15,T3,13.623,15.686,14.283,14.53066667,
2445,S15,T3,0.88,0.655,0.36,0.631666667,
2446,S15,T3,2.601,2.344,1.221,2.055333333,
2447,S15,T3,9.85,10.882,7.493,9.408333333,
2448,S15,T3,12.234,11.565,11.551,11.78333333,
2449,S15,T3,40.177,36.39,15.775,30.78066667,
2450,S15,T3,19.492,17.806,19.823,19.04033333,
2451,S15,T3,6.898,6.128,5.58,6.202,
2452,S15,T3,0.884,0.759,0.537,0.726666667,
2453,S15,T3,25.065,21.956,12.012,19.67766667,
2454,S15,T3,20.329,18.885,15.543,18.25233333,
2252,S15,T4,15.273,13.743,11.161,13.39233333,
2553,S15,T4,,,,#DIV/0!,
2554,S15,T4,,,,#DIV/0!,
2555,S15,T4,,,,#DIV/0!,
2556,S15,T4,,,,#DIV/0!,
2557,S15,T4,,,,#DIV/0!,
2619,S15,T4,,,,#DIV/0!,
2620,S15,T4,,,,#DIV/0!,
2621,S15,T4,,,,#DIV/0!,
2622,S15,T4,,,,#DIV/0!,
2623,S15,T4,,,,#DIV/0!,
2634,S15,T4,,,,#DIV/0!,
2635,S15,T4,,,,#DIV/0!,
2636,S15,T4,,,,#DIV/0!,
2637,S15,T4,,,,#DIV/0!,
2638,S15,T4,,,,#DIV/0!,
2639,S15,T4,,,,#DIV/0!,
2640,S15,T4,,,,#DIV/0!,
2641,S15,T4,,,,#DIV/0!,
2642,S15,T4,,,,#DIV/0!,
2643,S15,T4,,,,#DIV/0!,
2644,S15,T4,,,,#DIV/0!,
2645,S15,T4,,,,#DIV/0!,
2646,S15,T4,,,,#DIV/0!,
2647,S15,T4,,,,#DIV/0!,
2648,S15,T4,,,,#DIV/0!,
2649,S15,T4,,,,#DIV/0!,
2650,S15,T4,,,,#DIV/0!,
2651,S15,T4,,,,#DIV/0!,
2652,S15,T4,,,,#DIV/0!,
2653,S15,T4,,,,#DIV/0!,
2654,S15,T4,,,,#DIV/0!,
2655,S15,T4,,,,#DIV/0!,
2656,S15,T4,,,,#DIV/0!,
2657,S15,T4,,,,#DIV/0!,
2658,S15,T4,,,,#DIV/0!,
2659,S15,T4,,,,#DIV/0!,
2660,S15,T4,,,,#DIV/0!,
2661,S15,T4,,,,#DIV/0!,
2662,S15,T4,,,,#DIV/0!,
2663,S15,T4,,,,#DIV/0!,
2664,S15,T4,,,,#DIV/0!,
2665,S15,T4,,,,#DIV/0!,
2666,S15,T4,,,,#DIV/0!,
2667,S15,T4,,,,#DIV/0!,
2668,S15,T4,,,,#DIV/0!,
2669,S15,T4,,,,#DIV/0!,
2670,S15,T4,,,,#DIV/0!,
2671,S15,T4,,,,#DIV/0!,
2672,S15,T4,,,,#DIV/0!,
2673,S15,T4,,,,#DIV/0!,
2674,S15,T4,,,,#DIV/0!,
2675,S15,T4,,,,#DIV/0!,
2676,S15,T4,,,,#DIV/0!,
2677,S15,T4,,,,#DIV/0!,
2678,S15,T4,,,,#DIV/0!,
2679,S15,T4,,,,#DIV/0!,
2680,S15,T4,,,,#DIV/0!,
2681,S15,T4,,,,#DIV/0!,
2682,S15,T4,,,,#DIV/0!,
2683,S15,T4,,,,#DIV/0!,
2685,S15,T4,,,,#DIV/0!,
2455,S18,T1,,,,#DIV/0!,
2460,S18,T1,,,,#DIV/0!,
2475,S18,T1,,,,#DIV/0!,
2503,S18,T1,,,,#DIV/0!,
2504,S18,T1,,,,#DIV/0!,
2505,S18,T1,,,,#DIV/0!,
2558,S18,T1,,,,#DIV/0!,
2559,S18,T1,,,,#DIV/0!,
2560,S18,T1,,,,#DIV/0!,
2561,S18,T1,,,,#DIV/0!,
2562,S18,T1,,,,#DIV/0!,
2563,S18,T1,,,,#DIV/0!,
2564,S18,T1,,,,#DIV/0!,
2565,S18,T1,,,,#DIV/0!,
2566,S18,T1,,,,#DIV/0!,
2567,S18,T1,,,,#DIV/0!,
2568,S18,T1,,,,#DIV/0!,
2569,S18,T1,,,,#DIV/0!,
2570,S18,T1,,,,#DIV/0!,
2571,S18,T1,,,,#DIV/0!,
2572,S18,T1,,,,#DIV/0!,
2573,S18,T1,,,,#DIV/0!,
2574,S18,T1,,,,#DIV/0!,
2575,S18,T1,,,,#DIV/0!,
2576,S18,T1,,,,#DIV/0!,
2577,S18,T1,,,,#DIV/0!,
2578,S18,T1,,,,#DIV/0!,
2579,S18,T1,,,,#DIV/0!,
2580,S18,T1,,,,#DIV/0!,
2581,S18,T1,,,,#DIV/0!,
2582,S18,T1,,,,#DIV/0!,
2583,S18,T1,,,,#DIV/0!,
2584,S18,T1,,,,#DIV/0!,
2585,S18,T1,,,,#DIV/0!,
2586,S18,T1,,,,#DIV/0!,
2587,S18,T1,,,,#DIV/0!,
2588,S18,T1,,,,#DIV/0!,
2589,S18,T1,,,,#DIV/0!,
2590,S18,T1,,,,#DIV/0!,
2591,S18,T1,,,,#DIV/0!,
2592,S18,T1,,,,#DIV/0!,
2593,S18,T1,,,,#DIV/0!,
2594,S18,T1,,,,#DIV/0!,
2595,S18,T1,,,,#DIV/0!,
2596,S18,T1,,,,#DIV/0!,
2597,S18,T1,,,,#DIV/0!,
2598,S18,T1,,,,#DIV/0!,
2599,S18,T1,,,,#DIV/0!,
2600,S18,T1,,,,#DIV/0!,
2601,S18,T1,,,,#DIV/0!,
2911,S18,T2,,,,#DIV/0!,
2922,S18,T2,,,,#DIV/0!,
2923,S18,T2,,,,#DIV/0!,
2927,S18,T2,,,,#DIV/0!,
2928,S18,T2,,,,#DIV/0!,
2929,S18,T2,,,,#DIV/0!,
2930,S18,T2,,,,#DIV/0!,
2931,S18,T2,,,,#DIV/0!,
2932,S18,T2,,,,#DIV/0!,
2933,S18,T2,,,,#DIV/0!,
2934,S18,T2,,,,#DIV/0!,
2935,S18,T2,,,,#DIV/0!,
2937,S18,T2,,,,#DIV/0!,
2938,S18,T2,,,,#DIV/0!,
2939,S18,T2,,,,#DIV/0!,
2940,S18,T2,,,,#DIV/0!,
2941,S18,T2,,,,#DIV/0!,
2942,S18,T2,,,,#DIV/0!,
2943,S18,T2,,,,#DIV/0!,
2944,S18,T2,,,,#DIV/0!,
2945,S18,T2,,,,#DIV/0!,
2946,S18,T2,,,,#DIV/0!,
2947,S18,T2,,,,#DIV/0!,
2948,S18,T2,,,,#DIV/0!,
2949,S18,T2,,,,#DIV/0!,
2950,S18,T2,,,,#DIV/0!,
2951,S18,T2,,,,#DIV/0!,
2952,S18,T2,,,,#DIV/0!,
2953,S18,T2,,,,#DIV/0!,
2954,S18,T2,,,,#DIV/0!,
2955,S18,T2,,,,#DIV/0!,
2990,S18,T2,,,,#DIV/0!,
3225,S18,T3,,,,#DIV/0!,
3226,S18,T3,,,,#DIV/0!,
3227,S18,T3,,,,#DIV/0!,
3229,S18,T3,,,,#DIV/0!,
3231,S18,T3,,,,#DIV/0!,
3232,S18,T3,,,,#DIV/0!,
3233,S18,T3,,,,#DIV/0!,
3234,S18,T3,,,,#DIV/0!,
3235,S18,T3,,,,#DIV/0!,
3238,S18,T3,,,,#DIV/0!,
3239,S18,T3,,,,#DIV/0!,
3240,S18,T3,,,,#DIV/0!,
3253,S18,T3,,,,#DIV/0!,
3254,S18,T3,,,,#DIV/0!,
3255,S18,T3,,,,#DIV/0!,
3256,S18,T3,,,,#DIV/0!,
3257,S18,T3,,,,#DIV/0!,
2458,S9,T2,,,,#DIV/0!,
3259,S18,T3,,,,#DIV/0!,
3260,S18,T3,,,,#DIV/0!,
3261,S18,T3,,,,#DIV/0!,
3262,S18,T3,,,,#DIV/0!,
3263,S18,T3,,,,#DIV/0!,
3264,S18,T3,,,,#DIV/0!,
3265,S18,T3,,,,#DIV/0!,
3266,S18,T3,,,,#DIV/0!,
3267,S18,T3,,,,#DIV/0!,
3268,S18,T3,,,,#DIV/0!,
3269,S18,T3,,,,#DIV/0!,
3270,S18,T3,,,,#DIV/0!,
3271,S18,T3,,,,#DIV/0!,
3272,S18,T3,,,,#DIV/0!,
3273,S18,T3,,,,#DIV/0!,
3274,S18,T3,,,,#DIV/0!,
3275,S18,T3,,,,#DIV/0!,
3276,S18,T3,,,,#DIV/0!,
3277,S18,T3,,,,#DIV/0!,
3278,S18,T3,,,,#DIV/0!,
3279,S18,T3,,,,#DIV/0!,
3280,S18,T3,,,,#DIV/0!,
3281,S18,T3,,,,#DIV/0!,
3282,S18,T3,,,,#DIV/0!,
3283,S18,T3,,,,#DIV/0!,
3284,S18,T3,,,,#DIV/0!,
3285,S18,T3,,,,#DIV/0!,
3286,S18,T3,,,,#DIV/0!,
3287,S18,T3,,,,#DIV/0!,
3288,S18,T3,,,,#DIV/0!,
3289,S18,T3,,,,#DIV/0!,
3290,S18,T3,,,,#DIV/0!,
3291,S18,T3,,,,#DIV/0!,
1349,S2,T1,,,,#DIV/0!,
1350,S2,T1,,,,#DIV/0!,
1351,S2,T1,,,,#DIV/0!,
1352,S2,T1,,,,#DIV/0!,
1353,S2,T1,,,,#DIV/0!,
1354,S2,T1,,,,#DIV/0!,
1355,S2,T1,,,,#DIV/0!,
1356,S2,T1,,,,#DIV/0!,
1357,S2,T1,,,,#DIV/0!,
1358,S2,T1,,,,#DIV/0!,
1504,S2,T1,,,,#DIV/0!,
1505,S2,T1,,,,#DIV/0!,
1506,S2,T1,,,,#DIV/0!,
1507,S2,T1,,,,#DIV/0!,
1508,S2,T1,,,,#DIV/0!,
1509,S2,T1,,,,#DIV/0!,
1510,S2,T1,,,,#DIV/0!,
1511,S2,T1,,,,#DIV/0!,
1512,S2,T1,,,,#DIV/0!,
1513,S2,T1,,,,#DIV/0!,
1514,S2,T1,,,,#DIV/0!,
1515,S2,T1,,,,#DIV/0!,
1516,S2,T1,,,,#DIV/0!,
1517,S2,T1,,,,#DIV/0!,
1518,S2,T1,,,,#DIV/0!,
1519,S2,T1,,,,#DIV/0!,
1520,S2,T1,,,,#DIV/0!,
1521,S2,T1,,,,#DIV/0!,
1541,S2,T1,,,,#DIV/0!,
1542,S2,T1,,,,#DIV/0!,
1543,S2,T1,,,,#DIV/0!,
1544,S2,T1,,,,#DIV/0!,
1545,S2,T1,,,,#DIV/0!,
1546,S2,T1,,,,#DIV/0!,
1547,S2,T1,,,,#DIV/0!,
1548,S2,T1,,,,#DIV/0!,
1549,S2,T1,,,,#DIV/0!,
1550,S2,T1,,,,#DIV/0!,
1551,S2,T1,,,,#DIV/0!,
1552,S2,T1,,,,#DIV/0!,
1557,S2,T1,,,,#DIV/0!,
1558,S2,T1,,,,#DIV/0!,
1559,S2,T1,,,,#DIV/0!,
1560,S2,T1,,,,#DIV/0!,
1561,S2,T1,,,,#DIV/0!,
1562,S2,T1,,,,#DIV/0!,
1563,S2,T1,,,,#DIV/0!,
1564,S2,T1,,,,#DIV/0!,
1565,S2,T1,,,,#DIV/0!,
1566,S2,T1,,,,#DIV/0!,
1567,S2,T1,,,,#DIV/0!,
1568,S2,T1,,,,#DIV/0!,
1569,S2,T1,,,,#DIV/0!,
1570,S2,T1,,,,#DIV/0!,
1571,S2,T1,,,,#DIV/0!,
1572,S2,T1,,,,#DIV/0!,
1573,S2,T1,,,,#DIV/0!,
1594,S2,T1,,,,#DIV/0!,
1595,S2,T1,,,,#DIV/0!,
1596,S2,T1,,,,#DIV/0!,
1597,S2,T1,,,,#DIV/0!,
1598,S2,T1,,,,#DIV/0!,
1599,S2,T1,,,,#DIV/0!,
1600,S2,T1,,,,#DIV/0!,
1601,S2,T1,,,,#DIV/0!,
1602,S2,T1,,,,#DIV/0!,
1603,S2,T1,,,,#DIV/0!,
1604,S2,T1,,,,#DIV/0!,
1605,S2,T1,,,,#DIV/0!,
1606,S2,T1,,,,#DIV/0!,
1607,S2,T1,,,,#DIV/0!,
1608,S2,T1,,,,#DIV/0!,
1609,S2,T1,,,,#DIV/0!,
1610,S2,T1,,,,#DIV/0!,
1611,S2,T1,,,,#DIV/0!,
1612,S2,T1,,,,#DIV/0!,
1613,S2,T1,,,,#DIV/0!,
1614,S2,T1,,,,#DIV/0!,
1615,S2,T1,,,,#DIV/0!,
1616,S2,T1,,,,#DIV/0!,
1617,S2,T1,,,,#DIV/0!,
1618,S2,T1,,,,#DIV/0!,
1619,S2,T1,,,,#DIV/0!,
1620,S2,T1,,,,#DIV/0!,
1621,S2,T1,,,,#DIV/0!,
1622,S2,T1,,,,#DIV/0!,
1624,S2,T1,,,,#DIV/0!,
1625,S2,T1,,,,#DIV/0!,
1626,S2,T1,,,,#DIV/0!,
1627,S2,T1,,,,#DIV/0!,
1628,S2,T1,,,,#DIV/0!,
1629,S2,T1,,,,#DIV/0!,
1630,S2,T1,,,,#DIV/0!,
1631,S2,T1,,,,#DIV/0!,
1632,S2,T1,,,,#DIV/0!,
1633,S2,T1,,,,#DIV/0!,
1634,S2,T1,,,,#DIV/0!,
1635,S2,T1,,,,#DIV/0!,
1636,S2,T1,,,,#DIV/0!,
1637,S2,T1,,,,#DIV/0!,
1638,S2,T1,,,,#DIV/0!,
1639,S2,T1,,,,#DIV/0!,
1640,S2,T1,,,,#DIV/0!,
1641,S2,T1,,,,#DIV/0!,
1642,S2,T1,,,,#DIV/0!,
1643,S2,T1,,,,#DIV/0!,
1644,S2,T1,,,,#DIV/0!,
1645,S2,T1,,,,#DIV/0!,
1646,S2,T1,,,,#DIV/0!,
1647,S2,T1,,,,#DIV/0!,
1648,S2,T1,,,,#DIV/0!,
1649,S2,T1,,,,#DIV/0!,
1553,S2,T2,,,,#DIV/0!,
1554,S2,T2,,,,#DIV/0!,
1555,S2,T2,,,,#DIV/0!,
1556,S2,T2,,,,#DIV/0!,
1574,S2,T2,,,,#DIV/0!,
1575,S2,T2,,,,#DIV/0!,
1576,S2,T2,,,,#DIV/0!,
1577,S2,T2,,,,#DIV/0!,
1578,S2,T2,,,,#DIV/0!,
1579,S2,T2,,,,#DIV/0!,
1580,S2,T2,,,,#DIV/0!,
1581,S2,T2,,,,#DIV/0!,
1582,S2,T2,,,,#DIV/0!,
1583,S2,T2,,,,#DIV/0!,
1584,S2,T2,,,,#DIV/0!,
1585,S2,T2,,,,#DIV/0!,
1586,S2,T2,,,,#DIV/0!,
1587,S2,T2,,,,#DIV/0!,
1588,S2,T2,,,,#DIV/0!,
1589,S2,T2,,,,#DIV/0!,
1590,S2,T2,,,,#DIV/0!,
1592,S2,T2,,,,#DIV/0!,
1593,S2,T2,,,,#DIV/0!,
1650,S2,T2,,,,#DIV/0!,
1651,S2,T2,,,,#DIV/0!,
1652,S2,T2,,,,#DIV/0!,
1653,S2,T2,,,,#DIV/0!,
1654,S2,T2,,,,#DIV/0!,
1655,S2,T2,,,,#DIV/0!,
1656,S2,T2,,,,#DIV/0!,
1657,S2,T2,,,,#DIV/0!,
1658,S2,T2,,,,#DIV/0!,
1659,S2,T2,,,,#DIV/0!,
1660,S2,T2,,,,#DIV/0!,
1661,S2,T2,,,,#DIV/0!,
1662,S2,T2,,,,#DIV/0!,
1663,S2,T2,,,,#DIV/0!,
1664,S2,T2,,,,#DIV/0!,
1665,S2,T2,,,,#DIV/0!,
1666,S2,T2,,,,#DIV/0!,
1667,S2,T2,,,,#DIV/0!,
1668,S2,T2,,,,#DIV/0!,
1669,S2,T2,,,,#DIV/0!,
1670,S2,T2,,,,#DIV/0!,
1671,S2,T2,,,,#DIV/0!,
1672,S2,T2,,,,#DIV/0!,
1673,S2,T2,,,,#DIV/0!,
1674,S2,T2,,,,#DIV/0!,
1675,S2,T2,,,,#DIV/0!,
1676,S2,T2,,,,#DIV/0!,
1678,S2,T2,,,,#DIV/0!,
1679,S2,T2,,,,#DIV/0!,
1680,S2,T2,,,,#DIV/0!,
1681,S2,T2,,,,#DIV/0!,
1682,S2,T2,,,,#DIV/0!,
1683,S2,T2,,,,#DIV/0!,
1684,S2,T2,,,,#DIV/0!,
1685,S2,T2,,,,#DIV/0!,
1686,S2,T2,,,,#DIV/0!,
1689,S2,T2,,,,#DIV/0!,
1690,S2,T2,,,,#DIV/0!,
1691,S2,T2,,,,#DIV/0!,
1692,S2,T2,,,,#DIV/0!,
1693,S2,T2,,,,#DIV/0!,
1694,S2,T2,,,,#DIV/0!,
1711,S2,T2,,,,#DIV/0!,
1712,S2,T2,,,,#DIV/0!,
1713,S2,T2,,,,#DIV/0!,
1714,S2,T2,,,,#DIV/0!,
1715,S2,T2,,,,#DIV/0!,
1716,S2,T2,,,,#DIV/0!,
1717,S2,T2,,,,#DIV/0!,
1718,S2,T2,,,,#DIV/0!,
1719,S2,T2,,,,#DIV/0!,
1720,S2,T2,,,,#DIV/0!,
1721,S2,T2,,,,#DIV/0!,
1722,S2,T2,,,,#DIV/0!,
1723,S2,T2,,,,#DIV/0!,
1724,S2,T2,,,,#DIV/0!,
1725,S2,T2,,,,#DIV/0!,
1726,S2,T2,,,,#DIV/0!,
1727,S2,T2,,,,#DIV/0!,
1728,S2,T2,,,,#DIV/0!,
1729,S2,T2,,,,#DIV/0!,
1730,S2,T2,,,,#DIV/0!,
1731,S2,T2,,,,#DIV/0!,
1732,S2,T2,,,,#DIV/0!,
1733,S2,T2,,,,#DIV/0!,
1734,S2,T2,,,,#DIV/0!,
1735,S2,T2,,,,#DIV/0!,
1736,S2,T2,,,,#DIV/0!,
1737,S2,T2,,,,#DIV/0!,
1738,S2,T2,,,,#DIV/0!,
1739,S2,T2,,,,#DIV/0!,
1690,S2,T3,,,,#DIV/0!,
1695,S2,T3,,,,#DIV/0!,
1697,S2,T3,,,,#DIV/0!,
1698,S2,T3,,,,#DIV/0!,
1699,S2,T3,,,,#DIV/0!,
1700,S2,T3,,,,#DIV/0!,
1701,S2,T3,,,,#DIV/0!,
1702,S2,T3,,,,#DIV/0!,
1703,S2,T3,,,,#DIV/0!,
1704,S2,T3,,,,#DIV/0!,
1705,S2,T3,,,,#DIV/0!,
1706,S2,T3,,,,#DIV/0!,
1707,S2,T3,,,,#DIV/0!,
1708,S2,T3,,,,#DIV/0!,
1709,S2,T3,,,,#DIV/0!,
1710,S2,T3,,,,#DIV/0!,
1738,S2,T3,,,,#DIV/0!,
1740,S2,T3,,,,#DIV/0!,
1741,S2,T3,,,,#DIV/0!,
1742,S2,T3,,,,#DIV/0!,
1743,S2,T3,,,,#DIV/0!,
1744,S2,T3,,,,#DIV/0!,
1745,S2,T3,,,,#DIV/0!,
1746,S2,T3,,,,#DIV/0!,
1747,S2,T3,,,,#DIV/0!,
1748,S2,T3,,,,#DIV/0!,
1749,S2,T3,,,,#DIV/0!,
1750,S2,T3,,,,#DIV/0!,
1751,S2,T3,,,,#DIV/0!,
1752,S2,T3,,,,#DIV/0!,
1753,S2,T3,,,,#DIV/0!,
1754,S2,T3,,,,#DIV/0!,
1755,S2,T3,,,,#DIV/0!,
1756,S2,T3,,,,#DIV/0!,
1757,S2,T3,,,,#DIV/0!,
1758,S2,T3,,,,#DIV/0!,
1759,S2,T3,,,,#DIV/0!,
1760,S2,T3,,,,#DIV/0!,
1761,S2,T3,,,,#DIV/0!,
1762,S2,T3,,,,#DIV/0!,
1763,S2,T3,,,,#DIV/0!,
1764,S2,T3,,,,#DIV/0!,
1765,S2,T3,,,,#DIV/0!,
1766,S2,T3,,,,#DIV/0!,
1767,S2,T3,,,,#DIV/0!,
1768,S2,T3,,,,#DIV/0!,
1769,S2,T3,,,,#DIV/0!,
1770,S2,T3,,,,#DIV/0!,
1771,S2,T3,,,,#DIV/0!,
1772,S2,T3,,,,#DIV/0!,
1773,S2,T3,,,,#DIV/0!,
1774,S2,T3,,,,#DIV/0!,
1775,S2,T3,,,,#DIV/0!,
1776,S2,T3,,,,#DIV/0!,
1777,S2,T3,,,,#DIV/0!,
1778,S2,T3,,,,#DIV/0!,
1795,S2,T3,,,,#DIV/0!,
1796,S2,T3,,,,#DIV/0!,
1797,S2,T3,,,,#DIV/0!,
1798,S2,T3,,,,#DIV/0!,
1799,S2,T3,,,,#DIV/0!,
1800,S2,T3,,,,#DIV/0!,
