Sample.ID,Site,Transect,Diameter.1,Diameter.2,Diameter.3,Diameter.mean,Note
1409,S15,T1,13.121,11.935,6.503,10.51966667,
1410,S15,T1,1.8,1.69,1.681,1.723666667,
1411,S15,T1,1.384,1.361,0.869,1.204666667,
1412,S15,T1,150,150,150,150,do not have the full colonie on the pic
1413,S15,T1,40.039,36.98,32.267,36.42866667,
1414,S15,T1,150,150,150,150,do not have the full colonie on the pic
1415,S15,T1,150,150,150,150,
1416,S15,T1,2.73,2.644,2.235,2.536333333,
1417,S15,T1,3.413,2.747,3.333,3.164333333,
1418,S15,T1,10.257,9.033,6.602,8.630666667,
1420,S15,T1,150,150,150,150,
1421,S15,T1,9.877,9.106,4.252,7.745,
1422,S15,T1,1.052,1.073,0.912,1.012333333,
1423,S15,T1,8.214,7.796,6.808,7.606,
1424,S15,T1,1.459,1.275,0.853,1.195666667,
1425,S15,T1,1.643,1.837,1.242,1.574,
1426,S15,T1,4.932,5.785,3.13,4.615666667,
1427,S15,T1,1.277,1.315,1.112,1.234666667,
1428,S15,T1,1.23,1.292,1.001,1.174333333,
1429,S15,T1,0.837,0.961,0.752,0.85,
1430,S15,T1,6.162,6.828,5.004,5.998,
1431,S15,T1,9.692,9.548,6.73,8.656666667,
1432,S15,T1,150,150,150,150,
1433,S15,T1,1.621,1.927,1.341,1.629666667,
1434,S15,T1,1.523,1.668,1.241,1.477333333,
1435,S15,T1,20.269,17.071,14.28,17.20666667,
1436,S15,T1,0.914,0.775,0.628,0.772333333,
1437,S15,T1,0.685,0.608,0.473,0.588666667,
1438,S15,T1,24.096,24.303,23.589,23.996,
1439,S15,T1,12.233,9.588,9.307,10.376,
1440,S15,T1,4.382,5.107,2.545,4.011333333,
1441,S15,T1,0.744,0.769,0.767,0.76,
1442,S15,T1,12.057,10.795,11.719,11.52366667,
1443,S15,T1,1.555,1.643,1.328,1.508666667,
1444,S15,T1,2.05,1.352,1.2,1.534,
1445,S15,T1,14.348,13.518,11.337,13.06766667,
1446,S15,T1,1.899,1.662,1.787,1.782666667,
1447,S15,T1,0.421,0.412,0.359,0.397333333,
1448,S15,T1,1.868,1.556,0.996,1.473333333,
1449,S15,T1,11.672,11.338,8.621,10.54366667,
1450,S15,T1,28.789,38.866,19.317,28.99066667,
1451,S15,T1,27.8,24.077,21.667,24.51466667,
1453,S15,T1,3.03,2.901,3.434,3.121666667,
1460,S15,T1,1.888,1.58,1.014,1.494,
1461,S15,T1,1.115,0.797,0.681,0.864333333,
1495,S15,T1,11.417,10.995,8.51,10.30733333,
1496,S15,T1,17.699,18.558,12.497,16.25133333,
1497,S15,T1,18.612,18.721,19.043,18.792,
2046,S15,T2,13.331,13.497,12.249,13.02566667,
2047,S15,T2,1.858,1.845,1.24,1.647666667,
2048,S15,T2,0.845,0.981,0.725,0.850333333,
2049,S15,T2,16.133,14.8,14.057,14.99666667,
2050,S15,T2,30.312,27.601,23.429,27.114,
2051,S15,T2,1.428,1.621,1.423,1.490666667,
2052,S15,T2,4.108,3.897,2.614,3.539666667,
2054,S15,T2,7.97,7.116,5.856,6.980666667,
2055,S15,T2,0.898,0.688,0.38,0.655333333,
2056,S15,T2,0.802,0.486,0.447,0.578333333,
2057,S15,T2,150,150,150,150,
2058,S15,T2,2.301,2.306,2.065,2.224,
2059,S15,T2,16.959,18.211,17.63,17.6,
2060,S15,T2,19.184,16.567,13.025,16.25866667,
2061,S15,T2,1.64,1.609,1.719,1.656,
2062,S15,T2,19.885,20.476,14.476,18.279,
2063,S15,T2,20.032,20.922,18.166,19.70666667,
2064,S15,T2,21.458,21.711,19.245,20.80466667,
2065,S15,T2,1.46,1.219,0.851,1.176666667,
2066,S15,T2,5.584,5.013,4.302,4.966333333,
2067,S15,T2,0.545,0.544,0.299,0.462666667,
2068,S15,T2,22.562,22.285,20.379,21.742,
2069,S15,T2,4.276,3.972,2.59,3.612666667,
2070,S15,T2,19.758,19.295,13.678,17.577,
2072,S15,T2,5.221,5.076,3.446,4.581,
2073,S15,T2,31.931,33.435,31.832,32.39933333,
2074,S15,T2,0.418,0.436,0.371,0.408333333,
2075,S15,T2,5.647,6.247,5.409,5.767666667,
2076,S15,T2,23.205,22.56,18.714,21.493,
2077,S15,T2,1.078,0.968,0.591,0.879,
2078,S15,T2,13.957,12.762,14.548,13.75566667,
2079,S15,T2,0.331,0.34,0.354,0.341666667,
2080,S15,T2,4.609,3.201,3.487,3.765666667,
2171,S15,T2,3.018,2.578,1.656,2.417333333,
2176,S15,T2,22.371,21.538,20.867,21.592,
2177,S15,T2,8.181,7.559,6.043,7.261,
2178,S15,T2,27.617,24.084,20.652,24.11766667,
2179,S15,T2,10.436,9.039,6.806,8.760333333,
2180,S15,T2,1.392,1.501,0.842,1.245,
2181,S15,T2,4.071,4.096,4.292,4.153,
2182,S15,T2,13.032,13.034,10.855,12.307,
2183,S15,T2,5.061,4.481,4.556,4.699333333,
2184,S15,T2,14.564,13.305,14.678,14.18233333,
2185,S15,T2,15.218,9.601,9.419,11.41266667,
2186,S15,T2,13.556,11.879,14.438,13.291,
2187,S15,T2,1.295,1.304,1.171,1.256666667,
2188,S15,T2,22.574,21.547,15.987,20.036,
2189,S15,T2,0.674,0.656,0.535,0.621666667,
2190,S15,T2,4.522,3.788,3.923,4.077666667,
2191,S15,T2,1.212,1.309,0.887,1.136,
2192,S15,T2,25.343,23.949,27.392,25.56133333,
2193,S15,T2,8.071,8.514,8.34,8.308333333,
2194,S15,T2,150,150,150,150,
2195,S15,T2,1.427,1.643,0.907,1.325666667,
2196,S15,T2,15.114,14.801,17.109,15.67466667,
2197,S15,T2,9.666,9.579,5.54,8.261666667,
2198,S15,T2,1.719,1.832,1.469,1.673333333,
2199,S15,T2,2.381,2.296,0.706,1.794333333,
2200,S15,T2,3.277,2.741,2.013,2.677,
2201,S15,T2,9.946,10.307,5.382,8.545,
2202,S15,T2,1.323,1.363,0.794,1.16,
2203,S15,T2,24.164,20.972,15.649,20.26166667,
2204,S15,T2,6.099,5.763,4.04,5.300666667,
2205,S15,T2,29.412,25.328,20.094,24.94466667,
2206,S15,T2,8.772,7.514,6.711,7.665666667,
2207,S15,T2,1.693,1.736,1.186,1.538333333,
2208,S15,T2,23.82,21.464,15.794,20.35933333,
2209,S15,T2,31.964,30.577,16.455,26.332,
2210,S15,T2,13.675,12.818,8.838,11.777,
2211,S15,T2,11.006,10.2,10.674,10.62666667,
2212,S15,T2,1.269,1.185,1.02,1.158,
2213,S15,T2,23.58,23.498,24.664,23.914,
2214,S15,T2,15.443,17.43,17.976,16.94966667,
2215,S15,T2,18.044,19.133,16.355,17.844,
2216,S15,T2,40.324,43.777,32.758,38.953,
2217,S15,T2,14.927,14.492,15.334,14.91766667,
2218,S15,T2,11.792,13.537,10.876,12.06833333,
2219,S15,T2,15.563,14.943,8.546,13.01733333,
2220,S15,T2,10.715,10.052,7.814,9.527,
2221,S15,T2,1.505,1.475,0.758,1.246,
2222,S15,T2,150,150,150,150,
2223,S15,T2,17.097,16.347,18.648,17.364,
2224,S15,T2,39.422,34.085,35.333,36.28,
2225,S15,T2,20.027,20.503,14.306,18.27866667,
2081,S15,T3,1.185,1.266,1.108,1.186333333,
2082,S15,T3,0.861,0.897,0.604,0.787333333,
2083,S15,T3,1.203,1.277,1.243,1.241,
2084,S15,T3,2.676,1.805,1.257,1.912666667,
2325,S15,T3,5.213,4.683,4.74,4.878666667,
2326,S15,T3,10.247,10.421,4.285,8.317666667,
2327,S15,T3,1.723,1.712,1.257,1.564,
2328,S15,T3,1.169,1.024,0.886,1.026333333,
2329,S15,T3,2.206,2.017,2.115,2.112666667,
2330,S15,T3,13.372,11.473,9.463,11.436,
2331,S15,T3,1.908,1.998,1.93,1.945333333,
2332,S15,T3,16.572,15.184,15.564,15.77333333,
2333,S15,T3,150,150,150,150,
2334,S15,T3,0.917,1.067,0.65,0.878,
2335,S15,T3,3.846,3.567,1.459,2.957333333,
2336,S15,T3,1.07,0.842,0.807,0.906333333,
2337,S15,T3,20.073,21.834,17.444,19.78366667,
2338,S15,T3,1.835,1.579,1.031,1.481666667,
2339,S15,T3,0.886,0.851,0.799,0.845333333,
2340,S15,T3,3.577,2.815,3.475,3.289,
2341,S15,T3,35.498,31.687,26.221,31.13533333,
2342,S15,T3,20.98,19.169,13.87,18.00633333,
2343,S15,T3,0.292,0.286,0.288,0.288666667,
2344,S15,T3,1.623,1.968,1.586,1.725666667,
2345,S15,T3,12.512,13.88,9.025,11.80566667,
2346,S15,T3,8.177,7.859,6.277,7.437666667,
2347,S15,T3,11.105,10.24,8.91,10.085,
2348,S15,T3,10.167,10.267,9.09,9.841333333,
2349,S15,T3,18.61,16.66,9.111,14.79366667,
2350,S15,T3,21.756,18.776,9.753,16.76166667,
2351,S15,T3,1.53,1.566,1.215,1.437,
2352,S15,T3,0.788,0.696,0.632,0.705333333,
2353,S15,T3,14.451,14.894,11.229,13.52466667,
2354,S15,T3,12.794,11.906,10.36,11.68666667,
2355,S15,T3,2.392,2.3,1.766,2.152666667,
2356,S15,T3,14.333,14.221,13.281,13.945,
2357,S15,T3,1.233,1.666,0.906,1.268333333,
2358,S15,T3,2.541,3.031,2.068,2.546666667,
2359,S15,T3,1.515,1.293,0.895,1.234333333,
2360,S15,T3,21.538,20.871,21.386,21.265,
2361,S15,T3,18.483,18.016,13.963,16.82066667,
2362,S15,T3,0.734,0.827,0.434,0.665,
2363,S15,T3,9.46,10.816,7.326,9.200666667,
2364,S15,T3,1.905,1.91,1.372,1.729,
2365,S15,T3,13.136,9.869,8.319,10.44133333,
2366,S15,T3,1.042,0.856,0.544,0.814,
2367,S15,T3,17.648,18.776,19.842,18.75533333,
2368,S15,T3,32.846,25.483,17.535,25.288,
2369,S15,T3,10.668,9.341,6.503,8.837333333,
2370,S15,T3,28.626,26.073,23.545,26.08133333,
2371,S15,T3,1.688,2.024,1.561,1.757666667,
2372,S15,T3,0.535,0.388,0.416,0.446333333,
2373,S15,T3,37.318,43.299,40.65,40.42233333,
2374,S15,T3,0.856,1.145,0.728,0.909666667,
2375,S15,T3,0.835,0.959,0.609,0.801,
2376,S15,T3,1,1.347,0.877,1.189,
2377,S15,T3,1.156,1.074,1.192,1.140666667,
2378,S15,T3,1.834,1.734,1.187,1.585,
2379,S15,T3,32.28,26.487,12.064,23.61033333,
2380,S15,T3,16.32,16.903,8.621,13.948,
2381,S15,T3,19.264,18.679,21.514,19.819,
2382,S15,T3,1.508,1.557,0.983,1.349333333,
2383,S15,T3,31.392,21.814,20.691,24.63233333,
2384,S15,T3,5.916,4.167,4.598,4.893666667,
2385,S15,T3,17.185,16.714,16.368,16.75566667,
2386,S15,T3,29.821,22.937,25.727,26.16166667,
2387,S15,T3,4.569,4.321,3.831,4.240333333,
2388,S15,T3,25.175,26.16,13.559,21.63133333,
2389,S15,T3,2.254,2.279,1.381,1.971333333,
2390,S15,T3,150,150,150,150,
2391,S15,T3,7.716,8.772,7.795,8.094333333,
2392,S15,T3,0.636,0.812,0.39,0.612666667,
2393,S15,T3,22.159,19.942,23.672,21.92433333,
2394,S15,T3,12.839,15.562,14.798,14.39966667,
2395,S15,T3,15.617,16.685,12.559,14.95366667,
2396,S15,T3,19.559,18.778,18.276,18.871,
2397,S15,T3,17.041,14.807,7.157,13.00166667,
2398,S15,T3,18.292,19.458,17.23,18.32666667,
2399,S15,T3,30.954,31.391,31.299,31.21466667,
2400,S15,T3,19.45,18,17.177,18.209,
2401,S15,T3,1.157,1.132,0.606,0.965,
2402,S15,T3,41.589,47.621,43.293,44.16766667,
2403,S15,T3,1.452,1.124,0.943,1.173,
2404,S15,T3,11.041,10.519,6.516,9.358666667,
2405,S15,T3,14.604,14.113,11.986,13.56766667,
2406,S15,T3,8.826,8.468,6.626,7.973333333,
2407,S15,T3,2.53,2.527,2.297,2.451333333,
2408,S15,T3,26.147,24.079,18.435,22.887,
2409,S15,T3,16.037,15.23,13.627,14.96466667,
2410,S15,T3,5.082,5.769,5.557,5.469333333,
2411,S15,T3,16.437,14.904,12.162,14.501,
2412,S15,T3,10.202,11.827,6.172,9.400333333,
2413,S15,T3,0.613,0.56,0.4,0.524333333,
2414,S15,T3,1.976,2.13,1.865,1.990333333,
2415,S15,T3,1.732,2.06,1.119,1.637,
2416,S15,T3,3.055,3.104,1.785,2.648,
2417,S15,T3,10.889,10.989,11.902,11.26,
2418,S15,T3,0.567,0.938,0.471,0.658666667,
2419,S15,T3,11.432,10.647,8.525,10.20133333,
2420,S15,T3,2.396,1.355,1.637,1.796,
2421,S15,T3,150,150,150,150,
2422,S15,T3,0.842,0.629,0.476,0.649,
2423,S15,T3,1.46,1.402,1.292,1.384666667,
2424,S15,T3,13.451,12.69,12.971,13.03733333,
2425,S15,T3,1.047,1.021,0.633,0.900333333,
2426,S15,T3,15.111,14.182,12.249,13.84733333,
2427,S15,T3,0.562,0.737,0.463,0.587333333,
2428,S15,T3,9.278,8.77,6.313,8.120333333,
2429,S15,T3,11.671,9.696,9.232,10.19966667,
2430,S15,T3,3.781,3.89,3.975,3.882,
2431,S15,T3,0.983,0.786,0.795,0.854666667,
2432,S15,T3,22.877,23.094,19.297,21.756,
2433,S15,T3,21.031,20.749,19.282,20.354,
2434,S15,T3,14.198,13.918,8.55,12.222,
2435,S15,T3,46.574,45.531,16.796,36.30033333,
2436,S15,T3,2.097,1.871,1.875,1.947666667,
2437,S15,T3,12.314,11.098,10.149,11.187,
2438,S15,T3,150,150,150,150,
2439,S15,T3,15.061,12.906,7.256,11.741,
2440,S15,T3,1.172,0.721,0.61,0.834333333,
2441,S15,T3,0.943,1.129,0.903,0.991666667,
2442,S15,T3,0.883,1.223,0.776,0.960666667,
2443,S15,T3,19.079,18.32,10.078,15.82566667,
2444,S15,T3,13.623,15.686,14.283,14.53066667,
2445,S15,T3,0.88,0.655,0.36,0.631666667,
2446,S15,T3,2.601,2.344,1.221,2.055333333,
2447,S15,T3,9.85,10.882,7.493,9.408333333,
2448,S15,T3,12.234,11.565,11.551,11.78333333,
2449,S15,T3,40.177,36.39,15.775,30.78066667,
2450,S15,T3,19.492,17.806,19.823,19.04033333,
2451,S15,T3,6.898,6.128,5.58,6.202,
2452,S15,T3,0.884,0.759,0.537,0.726666667,
2453,S15,T3,25.065,21.956,12.012,19.67766667,
2454,S15,T3,20.329,18.885,15.543,18.25233333,
2252,S15,T4,15.273,13.743,11.161,13.39233333,
2553,S15,T4,20.144,16.546,15.935,17.54166667,
2554,S15,T4,11.362,11.786,5.889,9.679,
2555,S15,T4,4.068,4.633,3.181,3.960666667,
2556,S15,T4,25.829,24.319,20.866,23.67133333,
2557,S15,T4,23.916,25.411,20.149,23.15866667,
2619,S15,T4,4.689,4.913,3.364,4.322,
2620,S15,T4,4.768,4.991,4.686,4.815,
2621,S15,T4,16.165,16.229,10.787,14.39366667,
2622,S15,T4,7.294,8.364,7.728,7.795333333,
2623,S15,T4,1.615,1.549,1.069,1.411,
2634,S15,T4,14.644,14.879,12.724,14.08233333,
2635,S15,T4,6.146,5.568,3.31,5.008,
2636,S15,T4,14.634,19.753,14.46,16.28233333,
2637,S15,T4,23.577,19.937,12.749,18.75433333,
2638,S15,T4,12.821,10.151,6.958,9.976666667,
2639,S15,T4,9.168,9.398,6.739,8.435,
2640,S15,T4,9.467,9.178,8.748,9.131,
2641,S15,T4,2.744,2.553,2.111,2.469333333,
2642,S15,T4,11.959,12.463,14.05,12.824,
2643,S15,T4,13.644,10.804,8.992,11.14666667,
2644,S15,T4,9.173,8.548,8.754,8.825,
2645,S15,T4,0.65,0.79,0.342,0.594,
2646,S15,T4,150,150,150,150,
2647,S15,T4,22.467,22.275,24.033,22.925,
2648,S15,T4,26.989,20.898,15.965,21.284,
2649,S15,T4,1.346,1.057,1.144,1.182333333,
2650,S15,T4,21.863,19.085,11.567,17.505,
2651,S15,T4,0.441,0.436,0.458,0.445,
2652,S15,T4,1.453,1.261,1.048,1.254,
2653,S15,T4,1.134,1.057,0.761,0.984,
2654,S15,T4,9.48,9.419,7.699,8.866,
2655,S15,T4,12.336,13.658,13.781,13.25833333,
2656,S15,T4,7.444,7.4,8.264,7.702666667,
2657,S15,T4,1.106,0.955,0.873,0.978,
2658,S15,T4,14.03,14.991,11.248,13.423,
2659,S15,T4,35.567,31.298,17.323,28.06266667,
2660,S15,T4,1.825,1.763,1.504,1.697333333,
2661,S15,T4,17.782,16.249,8.669,14.23333333,
2662,S15,T4,2.433,2.38,2.129,2.314,
2663,S15,T4,7.963,7.025,5.51,6.832666667,
2664,S15,T4,14.843,12.783,10.218,12.61466667,
2665,S15,T4,25.49,19.569,20.006,21.68833333,
2666,S15,T4,17.963,16.383,11.527,15.291,
2667,S15,T4,15.899,15.492,9.001,13.464,
2668,S15,T4,2.28,2.037,2.255,2.190666667,
2669,S15,T4,24.178,21.376,14.96,20.17133333,
2670,S15,T4,4.377,4.418,2.879,3.891333333,
2671,S15,T4,15.775,10.89,9.818,12.161,
2672,S15,T4,0.627,0.476,0.416,0.506333333,
2673,S15,T4,11.735,14.529,8.371,11.545,
2674,S15,T4,23.271,22.431,20.172,21.958,
2675,S15,T4,17.826,17.109,14.606,16.51366667,
2676,S15,T4,1.127,0.782,0.296,0.735,
2677,S15,T4,9.636,6.787,5.562,7.328333333,
2678,S15,T4,20.963,20.766,12.185,17.97133333,
2679,S15,T4,13.538,9.285,9.433,10.752,
2680,S15,T4,20.746,22.446,18.667,20.61966667,
2681,S15,T4,14.163,16.101,12.16,14.14133333,
2682,S15,T4,17.981,17.367,11.862,15.73666667,
2683,S15,T4,16.744,17.855,9.869,14.82266667,
2685,S15,T4,24.969,23.289,15.424,21.22733333,
2455,S18,T1,2.461,2.659,2.854,2.658,
2460,S18,T1,16.82,13.476,16.02,15.43866667,
2475,S18,T1,1.212,1.224,1.336,1.257333333,
2503,S18,T1,150,150,150,150,
2504,S18,T1,9.352,12.303,9.113,10.256,
2505,S18,T1,16.039,15.177,7.342,12.85266667,
2558,S18,T1,6.465,5.035,4.315,5.271666667,
2559,S18,T1,1.694,1.492,1.631,1.605666667,
2560,S18,T1,13.624,11.611,6.41,10.54833333,
2561,S18,T1,18.054,15.944,19.271,17.75633333,
2562,S18,T1,13.729,14.075,12.52,13.44133333,
2563,S18,T1,150,150,150,150,
2564,S18,T1,6.462,6.235,3.967,5.554666667,
2565,S18,T1,24.444,19.635,24.5,22.85966667,
2566,S18,T1,150,150,150,150,
2567,S18,T1,3.053,2.959,2.973,2.995,
2568,S18,T1,2.905,2.599,2.233,2.579,
2569,S18,T1,12.648,15.317,14.399,14.12133333,
2570,S18,T1,150,150,150,150,
2571,S18,T1,6.455,7.5,8.556,7.503666667,
2572,S18,T1,2.466,2.036,2.289,2.263666667,
2574,S18,T1,150,150,150,150,
2575,S18,T1,5.672,5.358,4.139,5.056333333,
2576,S18,T1,2.714,2.053,2.678,2.481666667,
2577,S18,T1,10.09,8.051,9.065,9.068666667,
2578,S18,T1,14.183,15.005,14.693,14.627,
2579,S18,T1,3.034,3.074,1.879,2.662333333,
2580,S18,T1,11.648,8.429,8.828,9.635,
2581,S18,T1,8.694,11.296,8.825,9.605,
2582,S18,T1,1.575,1.566,1.528,1.556333333,
2583,S18,T1,2.21,1.849,1.956,2.005,
2584,S18,T1,150,150,150,150,
2585,S18,T1,150,150,150,150,
2586,S18,T1,1.307,1.197,0.933,1.145666667,
2587,S18,T1,1.531,1.76,1.558,1.616333333,
2588,S18,T1,9.735,9.073,6.649,8.485666667,
2589,S18,T1,150,150,150,150,
2590,S18,T1,12.804,12.163,9.121,11.36266667,
2591,S18,T1,10.502,11.382,6.86,9.581333333,
2592,S18,T1,3.272,3.361,4.034,3.555666667,
2593,S18,T1,19.149,11.648,8.545,13.114,
2594,S18,T1,9.461,10.446,9.186,9.697666667,
2595,S18,T1,3.131,2.707,2.517,2.785,
2596,S18,T1,1.984,2.12,1.845,1.983,
2597,S18,T1,4.996,5.551,4,4.849,
2598,S18,T1,150,150,150,150,
2599,S18,T1,11.052,11.274,9.444,10.59,
2600,S18,T1,19.052,18.122,17.564,18.246,
2601,S18,T1,1.072,1.022,0.778,0.957333333,
2911,S18,T2,5.104,5.398,4.294,4.932,
2922,S18,T2,1.78,1.61,1.54,1.643333333,
2923,S18,T2,1.526,1.548,1.23,1.434666667,
2927,S18,T2,3.152,2.848,2.725,2.908333333,
2928,S18,T2,17.253,15.087,11.187,14.509,
2929,S18,T2,13.487,15.162,10.374,13.00766667,
2930,S18,T2,7.051,8.214,8.111,7.792,
2931,S18,T2,7.854,7.743,8.622,8.073,
2932,S18,T2,1.206,1.313,0.952,1.157,
2933,S18,T2,3.079,3.169,3.011,3.086333333,
2934,S18,T2,0.886,1.199,0.845,0.976666667,
2935,S18,T2,30.664,17.232,16.445,21.447,
2937,S18,T2,2.287,2.091,1.361,1.913,
2938,S18,T2,150,150,150,150,
2939,S18,T2,11.795,12.022,7.763,10.52666667,
2940,S18,T2,2.097,1.997,2.337,2.143666667,
2941,S18,T2,150,150,150,150,
2942,S18,T2,4.114,3.033,3.824,3.657,
2943,S18,T2,2.573,2.425,2.53,2.509333333,
2944,S18,T2,11.043,10.982,9.155,10.39333333,
2945,S18,T2,4.175,3.175,2.633,3.327666667,
2946,S18,T2,11.918,11.064,11.369,11.45033333,
2947,S18,T2,15.543,13.873,14.67,14.69533333,
2948,S18,T2,14.424,13.067,14.104,13.865,
2949,S18,T2,150,150,150,150,
2950,S18,T2,10.199,7.992,8.606,8.932333333,
2951,S18,T2,19.94,17.61,15.834,17.79466667,
2952,S18,T2,1.687,1.677,1.079,1.481,
2953,S18,T2,14.376,14.381,10.558,13.105,
2954,S18,T2,9.528,9.718,6.646,8.630666667,
2955,S18,T2,18.26,17.585,15.888,17.24433333,
2989,S18,T2,7.226,7.042,6.861,7.043,
2990,S18,T2,2.737,2.491,2.343,2.523666667,
3224,S18,T2,9.41,8.026,7.2,8.212,
3225,S18,T3,1.376,1.349,1.409,1.378,
3226,S18,T3,1.313,1.223,1.116,1.217333333,
3227,S18,T3,1.826,1.497,1.161,1.494666667,
3229,S18,T3,29.848,25.172,24.142,26.38733333,
3231,S18,T3,2.775,2.554,2.496,2.608333333,
3232,S18,T3,150,150,150,150,
3233,S18,T3,2.994,2.213,2.797,2.668,
3234,S18,T3,3.03,2.735,2.121,2.628666667,
3235,S18,T3,1.389,1.631,1.919,1.646333333,
3238,S18,T3,18.21,18.125,18.812,18.38233333,
3239,S18,T3,1.146,1.181,0.847,1.058,
3240,S18,T3,3.131,2.817,1.303,2.417,
3253,S18,T3,3.33,3.311,2.772,3.137666667,
3254,S18,T3,26.724,23.757,21.9,24.127,
3255,S18,T3,11.357,10.08,10.327,10.588,
3256,S18,T3,11.339,10.001,10.092,10.47733333,
3257,S18,T3,1.85,2.135,1.339,1.774666667,
3259,S18,T3,3.392,3.11,1.999,2.833666667,
3260,S18,T3,150,150,150,150,
3261,S18,T3,1.1,0.988,1.153,1.080333333,
3262,S18,T3,22.791,19.982,22.113,21.62866667,
3263,S18,T3,24.949,22.37,24.895,24.07133333,
3264,S18,T3,2.256,2.207,2.104,2.189,
3265,S18,T3,21.174,15.592,12.088,16.28466667,
3266,S18,T3,11.901,11.424,10.696,11.34033333,
3267,S18,T3,1.247,1.127,0.558,0.977333333,
3268,S18,T3,6.319,5.893,4.825,5.679,
3269,S18,T3,4.438,4.744,4.123,4.435,
3270,S18,T3,13.633,12.116,9.642,11.797,
3271,S18,T3,14.883,14.951,10.381,13.405,
3272,S18,T3,2.462,2.376,1.616,2.151333333,
3273,S18,T3,26.197,22.753,22.424,23.79133333,
3274,S18,T3,1.311,1.456,1.4,1.389,
3275,S18,T3,6.85,6.582,5.914,6.448666667,
3276,S18,T3,2.026,2,1.587,1.871,
3277,S18,T3,150,150,150,150,
3278,S18,T3,150,150,150,150,
3279,S18,T3,2.086,1.971,1.951,2.002666667,
3280,S18,T3,13.58,12.381,8.508,11.48966667,
3281,S18,T3,11.371,11.106,10.702,11.05966667,
3282,S18,T3,6.681,6.094,6.102,6.292333333,
3283,S18,T3,21.826,25.61,21.089,22.84166667,
3284,S18,T3,2.257,1.936,2.122,2.105,
3285,S18,T3,29.096,31.64,28.771,29.83566667,
3286,S18,T3,11.078,11.763,6.839,9.893333333,
3287,S18,T3,2.492,2.516,1.862,2.29,
3288,S18,T3,14.807,17.028,17.234,16.35633333,
3289,S18,T3,1.903,1.94,2.037,1.96,
3290,S18,T3,13.926,13.552,12.296,13.258,
3291,S18,T3,4.86,3.998,4.098,4.318666667,
1349,S2,T1,150,150,150,150,
1350,S2,T1,2.405,2.428,2.196,2.343,
1351,S2,T1,2.456,2.305,2.312,2.357666667,
1352,S2,T1,2.634,2.382,1.399,2.138333333,
1353,S2,T1,2.482,2.08,2.419,2.327,
1354,S2,T1,0.878,1.144,0.946,0.989333333,
1355,S2,T1,2.042,2.085,1.552,1.893,
1356,S2,T1,150,150,150,150,
1357,S2,T1,1.875,1.729,1.749,1.784333333,
1358,S2,T1,1.829,2.332,1.444,1.868333333,
1504,S2,T1,3.047,3.442,3.525,3.338,
1505,S2,T1,2.173,2.127,2.182,2.160666667,
1506,S2,T1,1.085,1.042,1.026,1.051,
1507,S2,T1,3.205,2.835,2.23,2.756666667,
1508,S2,T1,1.734,1.108,0.873,1.238333333,
1509,S2,T1,2.69,2.722,2.174,2.528666667,
1510,S2,T1,0.912,1.23,1.331,1.157666667,
1511,S2,T1,11.461,8.578,8.902,9.647,
1512,S2,T1,2.972,2.257,2.083,2.437333333,
1513,S2,T1,0.703,0.881,0.628,0.737333333,
1514,S2,T1,2.357,2.229,1.778,2.121333333,
1515,S2,T1,1.436,1.649,1.566,1.550333333,
1516,S2,T1,1.297,1.281,1.017,1.198333333,
1517,S2,T1,2.232,2.754,1.892,2.292666667,
1518,S2,T1,21.511,19.696,13.27,18.159,
1519,S2,T1,1.179,1.153,1.049,1.127,
1520,S2,T1,2.63,2.97,2.628,2.742666667,
1521,S2,T1,2.105,2.159,2.327,2.197,
1541,S2,T1,0.338,0.287,0.23,0.285,
1542,S2,T1,1.089,1.065,1.072,1.075333333,
1543,S2,T1,1.037,0.922,0.554,0.837666667,
1544,S2,T1,1.064,1.008,1.195,1.089,
1545,S2,T1,3.709,3.145,1.194,2.682666667,
1546,S2,T1,6.704,6.314,6.851,6.623,
1547,S2,T1,2.452,2.74,1.716,2.302666667,
1548,S2,T1,5.735,5.588,5.069,5.464,
1549,S2,T1,2.543,1.911,2.005,2.153,
1550,S2,T1,1.861,2.116,1.744,1.907,
1551,S2,T1,1.237,1.147,0.86,1.081333333,
1552,S2,T1,2.343,2.28,1.991,2.204666667,
1557,S2,T1,2.012,2.107,1.408,1.842333333,
1558,S2,T1,3.705,3.475,2.866,3.348666667,
1559,S2,T1,0.799,0.97,0.654,0.807666667,
1560,S2,T1,0.934,0.92,0.794,0.882666667,
1561,S2,T1,2.22,2.113,1.735,2.022666667,
1562,S2,T1,0.602,0.683,0.445,0.576666667,
1563,S2,T1,0.797,0.785,0.772,0.784666667,
1564,S2,T1,0.774,0.66,0.507,0.647,
1565,S2,T1,7.035,5.726,6.224,6.328333333,
1566,S2,T1,3.67,3.301,3.086,3.352333333,
1567,S2,T1,14.882,15.223,15.258,15.121,
1568,S2,T1,2.126,2.627,2.533,2.428666667,
1569,S2,T1,0.691,0.905,0.426,0.674,
1570,S2,T1,20.294,18.199,19.065,19.186,
1571,S2,T1,14.006,14.91,13.351,14.089,
1572,S2,T1,2.094,2.207,1.42,1.907,
1573,S2,T1,1.092,1.029,0.822,0.981,
1594,S2,T1,3.248,3.381,2.723,3.117333333,
1595,S2,T1,4.019,4.026,3.269,3.771333333,
1596,S2,T1,1.347,1.271,0.514,1.044,
